기준연도,대표문의,사이트,서비스URL,서비스명,서비스아이디,서비스요약,소관부처명,소관조직명,최종수정일
2025,이주배경청소년지원센터02-733-7587,이주배경청소년지원센터www.rainbowyouth.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001114&wlfareInfoReldBztpCd=01,이주배경 청소년 지원,WLF00001114,다문화가족의 청소년과 국내로 이주해 온 청소년들이 우리 사회에 잘 적응할 수 있도록 상담과 진로지원 프로그램 등을 실시합니다.,여성가족부,학교밖청소년지원과,2025-04-15
2025,보건복지상담센터129 한국실명예방재단02- 718-1102,보건복지상담센터http://www.129.go.kr 한국실명예방재단http://www.kfpb.org,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001115&wlfareInfoReldBztpCd=01,노인 안검진 및 개안수술,WLF00001115,저소득층 노인 등에 대한 정밀 안검진 실시로 안질환을 조기 발견하고 개안수술비 지원을 통해 의료비 부담을 경감합니다.,보건복지부,노인건강과,2025-05-07
2025,보건복지상담센터129,보건복지상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001116&wlfareInfoReldBztpCd=01,입양비용지원,WLF00001116,입양가정에 입양비용을 지원하여 국내 입양의 활성화를 도모합니다.,보건복지부,아동정책과,2025-03-25
2025,한국장애인문화예술원02-760-9700,한국장애인문화예술원www.i-eum.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001117&wlfareInfoReldBztpCd=01,장애인문화·예술 지원,WLF00001117,"장애 예술인의 문화예술 접근성 제고, 창작활성화 및 문화예술 향유기회 확대 등 포용적 예술 환경 조성을 도모합니다.",문화체육관광부,예술정책과,2025-02-26
2025,교육부02-6222-6060,교육부http://www.moe.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001118&wlfareInfoReldBztpCd=01,고등학교 무상교육,WLF00001118,"초·중·고 교육의 공공성을 강화하고, 학생·학부모의 교육비 부담을 덜어드립니다.",교육부,학생맞춤통합지원과,2025-02-27
2025,국민건강보험공단 국민건강보험공단 상담센터1577-1000,국민건강보험공단http://www.nhis.or.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001119&wlfareInfoReldBztpCd=01,차상위본인부담경감대상자지원,WLF00001119,차상위계층의 요양급여비 본인부담비용 경감 지원을 통해 의료보장 강화를 도모합니다.,보건복지부,보험정책과,2025-02-27
2025,교육부 학생맞춤통합지원과044-203-6536,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001120&wlfareInfoReldBztpCd=01,교육복지우선지원사업,WLF00001120,"취약계층 학생이 밀집한 학교(초,중,고)를 선정하여 집중 지원함으로써 교육, 문화, 복지 수준을 높이고 교육격차를 해소합니다.",교육부,학생맞춤통합지원과,2025-02-27
2025,보건복지상담센터129,보건복지상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001121&wlfareInfoReldBztpCd=01,장애입양아동 의료비지원,WLF00001121,장애아동을 입양한 국내입양가정에 의료비를 지원하여 장애아동의 국내입양 활성화 및 건전육성을 도모합니다.,보건복지부,아동정책과,2025-05-07
2025,국가보훈부 보훈상담센터1577-0606,국가보훈부http://www.mpva.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001122&wlfareInfoReldBztpCd=01,국가유공자 등 LPG차량 세금인상분 지원,WLF00001122,"국가유공상이자 등이 보철용으로 사용하는 LPG차량에 대해, 차량 유류비의 세금인상분을 지원합니다.",국가보훈부,복지정책과,2025-03-18
2025,근로복지공단 고객센터1588-0075,근로복지공단https://www.comwel.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001124&wlfareInfoReldBztpCd=01,진폐근로자보호,WLF00001124,"진폐의 예방과 분진작업에 종사한(하는) 근로자에 대하여 정기 이직자 건강진단 및 정밀진단을 실시하고, 진폐에 걸린 근로자 및 그 유족에게 위로금을 지급함으로서 진폐근로자의 건강 보호와 생활안정을 지원합니다.",고용노동부,산재보상정책과,2025-04-10
2025,근로복지공단 고객센터1588-0075,근로복지공단https://www.comwel.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001125&wlfareInfoReldBztpCd=01,산재근로자직업훈련,WLF00001125,산업재해로 치료를 받고 요양 종결 후에 원래의 직장에 복귀하지 못한 산업재해 장애인에게 직업훈련비용과 훈련수당을 지원하여 직업 복귀를 촉진합니다.,고용노동부,산재보상정책과,2025-04-10
2025,"SH수협1588-1515 농협 고객 센터1588-2100 산림조합1544-4200 삼성생명 콜센터1577-7272 새마을금고 금융문의1599-9000, 1588-8801 서민금융콜센터1397 신협 전자금융 콜센터1644-6000, 1566-6000 저축은행중앙회 대표전화02-3978-600",SH수협http://suhyup-bank.com 산림조합http://nfcf.or.kr 삼성생명 콜센터www.samsunglife.com 서민금융콜센터www.kinfa.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001126&wlfareInfoReldBztpCd=01,서민금융 활성화 지원(근로자햇살론 보증사업),WLF00001126,제도권 금융기관을 이용하기 어려운 저신용·저소득 근로자의 생계비를 지원하여 서민층의 경제적 자립 및 자활을 지원합니다.,금융위원회,서민금융과,2025-03-10
2025,보훈상담센터1577-0606,국가보훈부http://www.mpva.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001127&wlfareInfoReldBztpCd=01,영주귀국정착금,WLF00001127,일제강점기 독립운동을 위해 국외로 망명하였다가 귀국하지 못하고 해외에서 거주하다 국내로 영주 귀국하는 독립유공자와 그 유족이 안정적으로 국내에 정착할 수 있도록 지원합니다.,국가보훈부,보훈기록관리과,2025-03-25
2025,한국에너지재단1670-7653,한국에너지재단www.koref.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001128&wlfareInfoReldBztpCd=01,저소득층에너지효율개선,WLF00001128,"한파, 폭염 등 기후변화에 더욱 취약한 에너지 소외계층을 대상으로 에너지 사용 환경을 개선하여 취약계층의 기후위기 적응력을 제고합니다.",산업통상자원부,에너지정책관,2025-05-08
2025,보건복지부 콜센터129,공공보건포털 e보건소http://www.e-health.go.kr 보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001130&wlfareInfoReldBztpCd=01,선천성 난청검사 및 보청기 지원,WLF00001130,"선천성 난청을 조기진단하고, 조기 재활을 통해 난청으로 인해 발생할 수 있는 언어 지능 발달장애 사회부적응 등을 예방하고 건강한 성장을 도모합니다.",보건복지부,출산정책과,2025-02-26
2025,국가보훈부 상담센터1577-0606,국가보훈부 상담센터www.mpva.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001131&wlfareInfoReldBztpCd=01,국가보훈대상자 지원(수업료면제),WLF00001131,국가유공자와 그 유족 또는 가족이 교육기관에서 필요한 교육을 받음으로써 건전한 사회인으로 자립할 수 있도록 교육비를 지원합니다.,국가보훈부,생활안정과,2025-05-23
2025,보건복지부 콜센터129,보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001132&wlfareInfoReldBztpCd=01,생계급여(맞춤형 급여),WLF00001132,생활이 어려운 사람에게 필요한 급여를 실시하여 최저생활을 보장하고 자활을 돕습니다.,보건복지부,기초생활보장과,2025-02-26
2025,보건복지상담센터129,보건복지상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001133&wlfareInfoReldBztpCd=01,장애인 건강검진기관 지원,WLF00001133,"장애인 건강검진기관을 지정·지원하여 장애인의 건강검진 이용 접근성을 보장하고, 장애인·비장애인 수검률 격차를 해소하고자 합니다.",보건복지부,장애인건강과,2025-05-07
2025,보건복지부 장애인건강과044-202-3191/3193,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001134&wlfareInfoReldBztpCd=01,권역재활병원 공공재활프로그램 운영지원,WLF00001134,"권역재활병원의 사회복귀, 방문재활, 장애아동 재활 등 공공재활프로그램 활성화를 통해 장애발생 후 입원기간을 단축하여 효과적 재활치료와 성공적인 사회복귀 도모",보건복지부,장애인건강과,2025-03-18
2025,보건복지상담센터129,보건복지부http://www.mohw.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001135&wlfareInfoReldBztpCd=01,해산급여,WLF00001135,수급자 가구의 조산 및 분만전과 분만후의 출산에 필요한 조치와 보호를 위해 해산비를 지급합니다.,보건복지부,기초생활보장과,2025-05-26
2025,국민건강보험공단 상담센터1577-1000 보건복지부 콜센터129,국민건강보험공단http://www.nhis.or.kr/ 보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001136&wlfareInfoReldBztpCd=01,보험급여(건강보험 장애인보조기기),WLF00001136,건강보험가입자 및 피부양자 중 「장애인복지법」에 따라 등록한 장애인이 장애인보조기기를 구입할 경우 구입금액 일부를 지원합니다.,보건복지부,보험급여과,2025-03-10
2025,보훈상담센터1577-0606,국가보훈부http://www.mpva.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001137&wlfareInfoReldBztpCd=01,독립유공자 손자녀 가계지원비,WLF00001137,광복 이후 사망한 독립유공자의 손자녀에게 가계지원비를 지급합니다.,국가보훈부,보훈문화정책과,2025-02-24
2025,보건복지상담센터129,보건복지부 국민기초생활보장제도http://team.mw.go.kr/blss 보건복지부http://www.mohw.go.kr 보건복지상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001138&wlfareInfoReldBztpCd=01,"자활근로(기초, 차상위)",WLF00001138,"국민기초생활보장법에 따른 수급자 및 차상위 계층이 스스로 자립할 수 있도록 자활능력 배양, 기술습득 지원 및 근로기회를 제공합니다.",보건복지부,자활정책과,2025-05-26
2025,중앙센터(한국여성인권진흥원)02-6363-8405,중앙센터(한국여성인권진흥원)stop.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001139&wlfareInfoReldBztpCd=01,성매매 피해아동청소년 통합지원,WLF00001139,성매매 피해아동·청소년에게 피해를 입은 때부터 성인이 될 때까지 종합서비스를 제공하여 청소년의 원활한 사회복귀를 지원합니다.,여성가족부,폭력예방교육과,2025-03-28
2025,교육부02-6222-6060 아이사랑 헬프데스크1566-3232(단축번호 1번),교육부http://www.moe.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001140&wlfareInfoReldBztpCd=01,방과후보육료지원,WLF00001140,어린이집을 이용하는 12세 이하 취학아동에 대한 방과후 보육료를 지원하여 양육의 부담을 줄이고 원활한 경제활동을 돕습니다.,교육부,교육보육과정지원과,2025-03-10
2025,여성가족부 청소년자립지원과02-2100-6277,청소년1388www.1388.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001141&wlfareInfoReldBztpCd=01,지역사회 청소년통합지원체계(청소년안전망),WLF00001141,"학업중단, 가출, 인터넷 중독 등 위기에 처한 청소년의  건강한 성장과 복지증진을 위해 상담·보호·교육·자립 등 맞춤형 서비스를 제공합니다.",여성가족부,청소년자립지원과,2025-05-07
2025,탈북청소년교육지원센터043-530-9481,탈북청소년교육지원센터www.hub4u.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001142&wlfareInfoReldBztpCd=01,탈북학생 교육지원,WLF00001142,탈북학생이 우리사회의 통합된 일원으로 적응하여 통일 미래의 맞춤형 인재로 성장할 수 있도록 지원합니다.,교육부,이주배경학생지원팀,2025-03-28
2025,실로암시각장애인복지관02-880-0801,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001143&wlfareInfoReldBztpCd=01,시각장애인음악재활센터지원,WLF00001143,"시각장애인에게 체계적인 음악재활 프로그램을 제공하여 전문 음악인을 양성하고, 음악을 통해 자립생활을 지원하기 위한 시각장애인음악재활센터 사업비를 지원합니다.",보건복지부,장애인정책과,2025-04-15
2025,한국청소년상담복지개발원051-662-3230 헬프콜 청소년전화1388,여성가족부http://www.mogef.go.kr/ 한국청소년상담복지개발원(1388청소년사이버상담센터)www.1388.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001145&wlfareInfoReldBztpCd=01,디지털미디어 피해 청소년 회복 지원 사업(청소년 인터넷·스마트폰 과의존 치료비 지원),WLF00001145,"급격한 미디어 환경의 변화와 청소년의 매체이용 증가로 인한 사이버도박, 인터넷?스마트폰 과의존 등의 디지털미디어 역기능으로부터 청소년을 보호합니다.",여성가족부,청소년보호환경과,2025-05-07
2025,청소년 상담전화1388 (휴대전화 : 지역번호+1388),한국청소년상담복지개발원https://www.kyci.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001146&wlfareInfoReldBztpCd=01,시설 퇴소청소년 자립지원수당 지급,WLF00001146,청소년쉼터 퇴소 및 청소년자립지원관 사례관리 중 또는 사례관리가 종료된 청소년에게 자립지원수당을 지급하여 안정적인 자립기반 마련을 지원합니다.,여성가족부,청소년자립지원과,2025-05-07
2025,교육부02-6222-6060 아이사랑 헬프데스크1566-3232(단축번호 1번) 아이사랑보육포털1661-9361,교육부http://www.moe.go.kr 아이사랑보육포털www.childcare.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001147&wlfareInfoReldBztpCd=01,그 밖의 연장형 보육료 등 지원,WLF00001147,"그 밖의 연장형 어린이집(야간연장, 휴일, 24시 등)을 이용하는 영유아에 대하여 보육료를 지원함으로써  부모의 자녀양육 부담을 덜고 원활한 경제활동을 돕습니다.",교육부,교육보육과정지원과,2025-03-25
2025,국세청 근로장려세제126,국세청 근로장려세제http://www.hometax.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001148&wlfareInfoReldBztpCd=01,근로·자녀장려금,WLF00001148,소득이 적어 생활이 어려운 자영업자 또는 근로자 가구에 근로장려금과 자녀장려금을 지급하여 근로 의욕을 더하고 소득과 자녀양육비를 지원합니다.,기획재정부,소득세제과,2025-03-21
2025,강원 산림소득과033-249-3130 경기 산림과031-8030-3562 경남 산림녹지과055-211-4285 경북 공원녹지과053-950-2872 남부지방청 산림경영과054-850-7751 동부지방청 산림경영과033-640-8621 북부지방청 산림경영과033-738-6281 산림청1588-3249 서부지방청 산림경영과063-620-4661 일자리사업통합정보시스템(일모아) 전남 산림산업과061-286-6631 전북 산림녹지과063-280-2681 제주 녹지환경과064-710-6773 중부지방청 산림경영과041-850-4052 충남 산림녹지과041-635-4509 충북 산림녹지과043-220-3784,산림청http://www.forest.go.kr/ 일자리사업통합정보시스템(일모아)http://www.ilmoa.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001149&wlfareInfoReldBztpCd=01,공공산림가꾸기,WLF00001149,청년 실업자나 장년층 퇴직자 등을 산림사업에 투입하여 일자리 창출에 기여합니다.,산림청,산림자원과,2025-02-26
